"OBJECTID","ID_0","ISO","NAME_0","OBJECTID_1","ISO3","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,70,"SLV","El Salvador",203,"SLV","El Salvador","EL SALVADOR","El Salvador","El Salvador",NA,"Salvador",NA,"El Salvador ","El Salvador ","<U+0421><U+0430><U+043B><U+044C><U+0432><U+0430><U+0434><U+043E><U+0440>","<U+0625><U+0644><U+0633><U+0644><U+0641><U+0627><U+062F><U+0648><U+0631>","<U+8428><U+5C14><U+74E6><U+591A> ",NA,NA,"El Salvador","SV",NA,"ES",222,"1841","Present",6277897,20696.51,303.331189654681,"Central America","Americas",1,NA,NA,NA,"Latin America & Caribbean","Lower middle income","Moderately indebted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
